ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
4501,4,1,2,5,170,5,1,1,10,5621,1
7810,2,2,3,5,230,3,3,2,4,5189,1
5835,1,3,3,5,135,2,1,1,4,5275,1
5461,4,1,7,3,281,4,1,1,4,1480,0
4365,1,1,3,1,200,2,1,1,5,4884,0
5006,5,3,4,4,227,2,1,1,7,4916,0
3682,2,1,4,2,186,3,1,2,6,4524,0
6024,5,2,5,5,238,5,1,2,2,1657,0
7332,5,3,4,2,162,4,2,2,7,5294,0
3550,2,1,4,3,102,3,2,1,3,4845,1
4673,3,2,5,3,256,2,1,2,3,4456,0
8914,2,2,6,2,288,4,2,2,9,1405,1
3769,4,3,4,1,240,4,1,2,9,4471,1
8012,5,3,5,3,254,6,1,2,7,1064,0
3894,5,3,2,4,169,4,1,1,3,4968,1
6784,2,3,5,2,249,3,1,2,9,5978,1
7034,5,3,4,3,196,2,3,2,10,5709,1
5156,5,3,4,3,138,2,2,2,9,5297,1
5646,5,3,2,3,247,4,1,2,5,5725,0
4311,1,3,6,2,246,6,1,1,1,4846,0
8900,5,1,5,1,236,5,2,2,10,1961,0
8806,2,3,3,1,176,2,2,1,4,5726,0
6440,5,2,4,1,173,3,1,1,4,4634,0
5101,4,3,3,5,274,3,2,2,5,4710,1
3959,3,1,6,1,132,4,2,2,5,5235,1
3716,5,2,5,5,165,2,1,2,3,4005,1
5991,1,3,3,2,153,3,2,2,6,4056,0
3725,3,3,5,1,245,3,2,2,9,5690,0
7230,5,3,3,5,151,2,1,2,3,5039,0
8628,5,2,5,2,252,5,1,1,10,1568,0
3222,5,3,3,4,155,2,1,2,3,5481,1
8701,4,3,3,2,219,3,2,2,1,4918,1
6131,3,3,4,1,263,3,3,2,5,4782,0
5585,3,3,3,3,260,2,1,2,7,5738,0
7121,3,2,4,4,260,3,1,2,9,4224,0
8101,4,3,4,1,165,3,2,1,10,4574,0
4416,5,3,5,3,181,3,3,2,7,5675,1
3942,5,3,3,5,271,4,2,2,1,5852,1
3265,4,1,4,5,216,2,1,2,2,4905,0
7648,2,1,5,3,241,2,2,2,5,5666,0
4531,4,2,3,3,183,3,1,2,4,5322,0
8073,1,1,2,3,263,3,1,2,10,5997,0
8233,4,2,3,3,155,3,2,1,7,5464,0
5198,5,1,3,1,221,10,2,2,10,5473,0
5187,1,1,4,5,234,3,1,2,3,5438,0
3896,5,3,5,5,263,2,2,2,8,4350,0
3511,4,3,6,3,121,3,2,1,10,5208,0
6167,3,2,4,3,250,2,2,2,4,4808,1
3280,2,1,3,2,243,2,1,1,5,4769,0
8532,5,3,4,2,233,4,3,1,1,4316,0
6515,3,3,4,1,246,6,1,1,6,1335,1
4339,4,3,4,4,233,4,1,2,3,5849,1
4910,5,1,3,1,257,2,1,2,6,4897,1
7222,2,3,3,1,268,4,2,1,4,5006,0
4756,2,3,6,4,291,4,1,1,8,1131,0
8488,2,1,3,1,207,3,1,1,5,4643,1
3256,2,3,5,5,135,4,2,1,7,5765,1
4354,2,3,3,2,208,2,1,1,7,4582,1
5100,5,3,3,5,275,3,1,2,6,5148,0
7174,2,3,6,4,286,4,2,2,9,1096,1
5566,2,3,4,1,173,2,2,1,8,4893,0
8477,3,1,5,1,258,6,1,1,7,4344,0
8244,5,3,4,4,177,7,1,1,3,5646,1
5575,4,3,5,2,243,3,1,1,8,4133,1
6579,1,2,2,1,164,5,1,1,8,1886,0
5337,1,1,6,3,233,3,2,1,9,4293,1
3351,1,3,4,5,157,2,2,2,6,5937,0
4103,3,1,4,4,170,5,1,2,5,4823,1
8042,5,3,6,2,272,5,1,2,8,1045,0
4872,5,3,4,4,261,2,2,1,9,5306,1
6799,4,3,4,3,172,3,2,1,10,5434,0
4135,4,3,4,1,193,4,1,1,4,4796,0
7966,2,3,5,4,223,3,2,2,7,5738,0
6208,2,3,5,3,145,3,2,2,1,5783,1
3980,5,2,4,4,261,3,2,2,2,4140,0
6134,5,3,5,5,206,3,1,2,1,5520,0
8336,5,1,5,4,236,5,2,1,2,1664,1
6291,1,1,5,5,298,4,1,2,8,1631,0
8260,2,3,5,1,256,5,1,1,5,1970,0
6460,2,3,4,3,200,4,1,1,10,4291,1
4811,3,2,6,4,243,4,1,2,9,1353,1
6416,5,1,4,4,218,6,2,2,8,5101,1
5331,1,1,4,2,164,4,1,2,2,5008,0
6344,5,3,4,3,275,5,1,2,2,4622,1
3441,1,2,4,5,178,2,3,2,5,5403,0
7341,1,3,4,2,154,2,2,1,6,4705,1
8034,5,3,5,2,248,5,1,1,3,1046,1
4696,2,3,3,1,230,2,1,1,1,4970,1
3917,3,3,4,4,272,2,1,2,10,4826,1
8816,5,3,4,4,268,3,1,1,9,4118,1
7165,4,3,5,4,225,5,1,2,7,1476,0
4340,5,3,3,2,216,3,1,1,10,4083,0
4317,1,3,3,2,259,8,3,2,3,4390,1
8749,4,1,4,5,258,3,1,2,8,4046,1
6001,4,3,4,5,239,6,1,2,4,1451,0
6017,3,1,5,3,249,4,2,2,1,1014,1
4148,5,3,5,1,235,3,1,1,7,5061,0
6802,2,3,3,1,180,7,2,2,10,5536,0
7839,1,3,3,4,197,6,2,2,3,4890,1
5506,2,3,6,3,304,5,2,1,10,1254,1
8636,5,2,6,2,243,4,1,2,4,1768,0
3515,3,3,2,4,189,3,1,2,3,5897,1
6879,1,3,5,1,237,5,2,1,2,1429,1
4460,5,3,4,3,229,3,1,1,3,5027,0
5505,1,3,6,2,282,4,2,2,8,1553,0
4381,4,2,5,1,255,4,2,2,9,4881,1
3919,4,3,5,1,170,4,1,1,4,4855,1
4557,1,3,6,5,264,4,1,2,6,1005,0
4073,3,3,5,3,243,2,1,1,9,4828,1
8196,5,1,3,5,147,3,2,2,5,5357,1
3299,3,2,5,4,243,3,2,2,4,4420,1
7698,5,3,3,2,189,3,3,2,1,4997,1
5199,1,1,5,5,271,4,3,1,6,4547,1
3210,5,3,5,2,173,2,1,2,7,5836,0
8757,1,1,3,1,154,3,2,2,4,4631,0
8676,5,3,4,3,274,3,2,1,8,4276,0
5233,4,3,3,3,259,3,2,1,4,4259,0
5903,3,2,3,5,162,2,3,2,1,4573,1
6041,3,2,6,3,264,4,2,1,6,1622,1
4364,5,1,4,2,231,3,3,2,3,5112,0
6539,3,3,6,3,251,4,1,2,1,1230,1
3783,1,3,4,1,157,2,2,1,5,5647,0
4866,5,3,4,5,261,2,2,2,6,5920,0
7365,1,3,4,1,263,2,1,1,5,4010,1
6547,4,3,6,3,287,4,2,1,8,1850,1
7873,4,3,3,1,224,3,1,2,8,4908,0
4773,1,1,5,3,269,3,1,1,8,4811,0
4590,5,3,5,5,106,5,2,1,4,4410,1
7045,4,3,3,2,164,2,2,2,3,4442,1
6806,5,3,3,1,192,3,1,1,9,5004,0
6715,4,2,3,2,168,4,1,1,1,4184,1
8866,2,3,2,3,258,5,1,1,6,1727,0
4491,1,3,2,5,166,4,2,1,3,4638,0
7760,5,3,7,5,253,4,1,2,10,1166,1
6155,3,1,3,5,148,3,1,1,7,5685,0
7252,2,1,3,1,190,3,1,1,1,5065,1
6887,3,3,6,3,278,4,3,1,3,1033,0
4335,1,3,5,2,152,3,1,1,2,4172,0
7022,5,3,4,2,227,2,1,2,8,4878,1
5240,5,3,3,1,243,3,2,1,2,5827,1
8514,5,3,6,3,98,6,1,2,9,4787,1
8997,1,3,4,5,260,3,2,1,6,4221,0
5536,2,3,7,1,244,5,2,1,3,1418,1
6795,1,3,4,3,134,10,2,2,8,4337,0
8553,1,3,4,4,228,5,1,1,1,1788,1
8118,5,3,3,1,142,3,2,1,10,4915,1
4057,4,3,3,1,240,3,1,1,4,5484,1
8169,1,3,5,5,193,4,2,2,8,5714,0
6627,1,3,3,3,209,2,2,2,1,5098,1
3355,4,3,4,4,161,4,1,2,5,5038,0
4903,4,3,5,1,255,3,3,2,6,4044,1
5040,5,3,6,5,275,4,1,2,8,1553,1
6191,3,3,4,5,180,2,2,1,1,4332,0
5717,3,3,5,1,250,4,2,2,10,5306,1
3640,2,3,5,2,259,2,2,2,1,4607,0
8832,5,3,5,5,245,5,1,2,5,1381,1
7949,3,2,4,3,150,3,3,1,2,4383,0
8795,3,3,3,5,188,4,2,2,3,4033,0
6685,4,3,4,3,150,2,3,1,8,4965,1
6074,5,3,3,3,112,4,1,1,7,5716,1
5366,5,3,3,4,213,3,3,1,4,5996,0
7914,5,3,4,2,192,2,1,2,9,4140,0
8125,4,3,4,5,275,6,1,2,3,5008,0
5250,5,3,7,5,306,4,2,1,2,1281,0
7403,3,2,6,3,306,4,1,1,5,1490,1
3543,1,1,5,3,174,3,2,1,7,5510,1
8886,5,1,6,4,253,4,2,1,6,1961,0
5180,5,1,4,5,222,3,2,1,8,4950,0
5439,1,3,4,4,263,4,2,2,7,4041,1
5042,5,3,6,2,301,5,2,1,3,1586,0
6143,3,1,4,4,207,3,1,1,10,4533,0
5921,3,3,5,5,154,2,2,2,3,4669,0
7992,5,3,4,5,242,2,2,1,2,4806,1
4592,5,3,2,1,235,3,2,1,6,4411,1
3452,5,3,3,2,213,3,2,2,10,5993,1
5188,2,1,5,5,257,4,2,2,10,5180,1
5125,4,3,3,3,154,2,2,1,1,5746,1
5788,2,3,7,5,265,4,1,1,9,1393,0
3367,4,3,5,4,273,3,2,1,2,5672,1
6335,3,3,2,2,226,3,1,2,5,5875,0
3434,5,2,3,3,201,3,1,2,9,5895,1
5162,5,3,4,3,130,3,2,1,3,4317,0
6754,2,3,2,4,195,4,2,2,3,5641,1
4060,2,3,4,3,261,3,2,2,1,4590,0
8463,1,3,4,5,252,4,1,1,6,4983,0
5569,4,3,4,1,211,3,3,2,5,5757,1
4198,2,3,4,4,266,3,2,1,5,4641,0
6687,1,1,4,5,105,5,3,2,4,5824,1
4305,1,3,4,4,163,2,1,1,9,4720,0
3734,5,3,5,5,228,5,1,1,6,4506,0
5212,2,2,3,2,160,3,2,2,3,5807,0
3864,5,3,2,4,143,6,2,1,1,5514,0
6107,3,3,4,2,246,3,3,2,5,5960,0
7098,5,1,5,1,238,3,3,2,2,5369,1
5917,4,3,5,4,268,3,3,1,10,4955,0
4911,1,1,2,1,188,2,1,2,5,5250,0
4978,2,3,4,2,254,10,3,2,7,5820,0
6475,4,3,3,1,147,8,2,2,6,4575,0
5072,5,2,4,5,228,4,1,2,4,4750,0
8425,4,3,3,3,160,4,2,1,7,5147,0
7430,5,3,3,5,194,2,2,1,7,4809,0
4891,4,3,3,4,232,3,1,1,6,4050,0
3691,4,1,4,4,251,3,3,1,5,5460,0
4781,3,1,3,5,244,2,2,2,8,5715,1
4509,1,1,4,1,140,3,1,2,4,5210,1
6495,1,3,6,1,283,4,1,2,8,1404,0
5297,3,3,3,1,137,5,1,1,8,4980,1
5868,5,1,3,1,209,2,1,2,6,5701,1
4919,3,1,3,3,162,2,2,2,7,5719,1
5968,2,3,6,3,270,4,1,1,7,1079,0
8216,5,2,3,3,158,2,2,2,7,4865,0
3384,5,3,3,3,150,3,2,2,4,5536,0
3284,5,2,2,2,155,3,1,2,1,5154,0
5155,4,3,2,4,193,4,1,2,7,5552,1
3458,5,3,4,5,136,3,1,1,1,4585,1
4347,1,3,4,4,280,5,1,1,3,5034,0
4929,1,2,2,5,271,3,1,2,4,5775,0
8840,5,3,7,1,255,4,2,1,8,1088,1
8660,5,3,6,2,269,4,2,1,10,1166,0
6566,5,1,5,2,259,5,1,1,3,1724,1
8446,2,3,3,5,142,2,1,2,6,5974,1
5836,2,3,4,3,273,4,2,1,1,4585,0
8187,1,3,4,2,156,4,2,1,2,5795,1
7342,2,3,3,1,155,3,2,1,2,5446,0
7572,5,3,4,1,191,3,1,2,2,5189,0
4610,5,3,3,2,197,3,2,1,3,4491,0
6960,5,3,5,3,206,3,1,1,1,4645,0
4389,1,2,5,4,175,4,1,2,4,4505,0
4423,4,3,3,4,207,2,2,2,10,4706,0
4900,2,3,5,5,166,2,3,1,2,4562,1
7461,1,3,7,2,289,4,1,2,5,1918,1
7182,5,3,6,5,255,4,1,2,3,1624,1
6063,1,3,3,4,164,3,1,1,4,4796,0
8821,4,3,7,2,307,4,1,2,8,1551,0
5004,5,3,4,5,254,10,3,2,7,5524,1
3791,3,3,4,2,245,2,1,2,8,5871,1
7523,3,1,4,3,213,3,2,2,7,5947,0
5284,2,3,6,4,292,4,2,1,7,1094,1
5415,1,3,5,2,247,3,2,1,3,4698,1
6469,4,3,3,5,206,2,1,1,4,4080,0
8927,3,3,6,2,255,4,2,1,3,1355,0
5847,1,3,5,5,193,5,3,1,4,5087,1
6549,1,3,5,4,231,5,1,2,10,1247,0
6473,3,3,3,5,270,3,2,2,7,5477,1
3409,4,1,3,2,188,3,1,2,4,5376,0
4184,5,3,4,3,257,3,1,1,1,5843,0
3167,3,2,4,1,273,3,2,2,5,5055,0
8584,2,3,4,3,134,4,1,2,8,4879,1
6476,5,3,3,2,270,6,2,1,10,4725,1
8391,1,3,3,1,133,3,2,1,5,4538,0
7210,2,3,6,3,265,5,2,2,10,1897,0
6837,1,1,4,3,247,3,3,1,1,5214,0
5120,5,3,3,5,197,3,1,2,4,5423,0
3415,4,1,3,1,258,4,2,1,6,5365,1
3479,3,3,5,2,260,3,1,2,1,4799,1
6621,1,3,5,5,230,3,1,1,10,5163,0
3216,5,3,3,1,196,3,1,2,10,4546,0
8368,2,2,4,3,240,3,1,1,8,4423,0
5906,5,2,4,5,143,2,1,2,1,5836,0
6479,3,3,4,2,177,6,1,1,3,4392,1
5909,3,3,3,3,199,5,2,1,10,4847,1
8783,3,2,3,2,273,3,3,2,8,5754,1
5845,4,3,3,4,98,3,1,2,5,4432,0
6695,3,1,5,3,261,4,2,1,5,4623,1
7402,2,2,5,4,257,5,1,1,1,1778,1
6641,3,3,4,1,156,2,1,2,8,5488,0
6119,3,3,2,2,227,4,2,2,6,4104,1
8487,1,1,4,4,206,3,1,2,2,5572,1
4601,3,3,3,5,256,3,1,2,7,4366,1
7186,2,3,6,1,301,4,1,1,3,1200,1
7931,3,1,3,1,242,10,3,2,9,5151,1
3488,5,3,4,3,249,3,2,1,6,5657,1
4327,4,3,5,4,132,6,1,1,8,1327,1
3658,2,3,3,2,265,6,1,2,9,5936,0
4465,4,3,4,5,258,2,2,2,6,5062,1
3405,1,1,5,5,232,4,1,2,3,5447,0
7568,5,3,3,1,251,2,1,1,7,5368,1
3503,3,3,3,1,135,2,2,2,2,4163,0
5983,4,3,4,3,269,2,2,2,2,4158,0
8252,5,3,5,3,226,2,3,1,6,5033,0
6590,5,2,5,3,218,5,1,1,6,1278,1
4984,2,3,4,3,263,3,1,2,4,4150,1
7445,3,3,3,1,223,7,3,2,5,4439,1
3361,4,3,2,5,209,5,2,1,10,4623,1
6986,5,2,4,4,179,3,2,1,3,5624,0
6345,1,3,4,5,195,2,1,2,2,4008,1
5278,2,3,5,1,279,4,1,1,3,1499,0
8993,3,3,4,5,162,2,2,1,9,5345,1
4410,5,3,3,4,111,5,2,1,1,4102,0
8585,3,3,3,2,154,10,3,1,8,5811,1
6178,2,2,2,1,220,2,2,1,6,4382,1
8430,5,3,3,2,199,4,2,1,1,5660,0
3524,5,3,2,3,226,3,1,2,8,5119,0
5119,4,3,5,2,139,4,1,1,9,5070,1
8176,2,3,3,5,193,3,2,1,4,5817,0
5008,2,3,3,3,156,7,2,2,2,5467,0
4298,5,3,3,3,218,4,2,2,8,1883,0
6118,2,3,6,4,271,3,1,1,7,5192,1
5012,5,3,6,2,152,2,1,2,6,1711,0
3946,2,3,3,4,238,2,2,2,3,4930,0
5341,4,2,4,1,249,5,1,2,9,4396,0
4917,1,1,3,1,155,2,1,2,7,4221,1
3804,5,3,3,4,196,3,2,2,8,5204,0
7936,2,1,4,4,218,2,2,1,3,5692,1
5632,2,2,6,2,256,3,2,2,1,4435,1
5866,2,1,4,5,259,3,2,2,4,5344,1
7378,2,1,3,5,166,2,2,2,6,4523,1
4626,5,3,4,4,184,3,2,1,2,5381,0
8265,1,3,7,1,281,4,1,1,9,1235,0
8060,5,1,5,2,191,4,1,1,3,5578,0
6930,5,3,5,4,257,5,1,2,10,1695,1
4189,4,3,4,5,263,5,1,2,9,5731,1
8810,5,3,3,1,203,10,2,1,7,5917,1
6942,5,3,4,1,264,2,1,1,3,5258,0
5471,3,1,6,5,264,4,1,2,1,1039,1
5553,1,3,3,5,143,2,1,1,6,4253,0
5225,3,3,3,1,221,3,3,2,1,4948,0
3883,4,3,5,3,282,3,2,2,5,4644,1
6943,4,3,5,2,185,3,1,2,10,4354,0
8706,5,3,3,1,204,3,2,2,4,4619,1
5981,3,3,3,3,164,3,3,2,8,5170,0
8639,3,2,5,3,154,4,1,1,3,1066,1
6080,5,3,2,5,167,3,2,2,8,4605,0
5716,2,3,4,4,179,3,3,1,1,5242,1
5060,5,1,4,3,143,3,1,1,2,4693,0
3668,5,3,4,4,184,3,2,1,2,4124,1
8800,2,3,2,4,248,3,1,1,7,4142,0
3866,5,3,3,4,209,3,2,2,2,4976,0
6229,4,3,6,2,269,4,1,2,6,1073,0
4475,3,3,6,3,142,2,1,1,9,5360,1
6604,2,3,5,3,221,6,2,1,3,1960,1
5796,5,3,4,5,142,2,2,1,9,5425,1
4155,1,3,5,2,258,2,2,1,4,5965,0
6398,5,3,4,3,250,3,3,1,4,5272,1
7827,1,3,4,2,136,4,2,2,9,5038,0
8655,1,3,7,5,301,4,1,1,7,1727,0
3477,1,3,5,2,260,4,2,1,3,5890,0
7639,4,3,5,2,123,5,1,1,4,5284,0
5878,2,1,4,3,207,4,1,2,5,5008,1
4249,4,2,4,1,183,4,1,2,9,5157,0
6326,5,3,3,4,237,3,1,2,1,5980,0
7667,3,1,4,5,244,3,1,1,7,4172,0
6525,1,3,3,1,261,8,2,1,9,5248,1
5541,1,3,4,4,200,2,1,2,5,5783,0
4793,3,2,5,3,272,2,1,1,4,5112,0
3664,2,3,4,3,226,2,1,1,8,4526,0
5470,2,1,7,1,296,4,1,1,10,1230,1
5911,4,3,4,3,257,3,1,1,2,5198,1
6980,5,1,3,5,139,3,1,1,1,4060,1
4736,5,3,3,4,211,3,3,2,8,5191,1
5634,5,2,4,4,203,3,2,2,8,4443,0
7505,3,3,6,2,263,4,1,1,1,1258,1
8605,4,1,7,1,287,4,1,2,1,1660,0
6718,2,2,4,3,204,3,2,2,2,5010,0
7707,1,3,5,3,232,5,2,1,2,1057,1
6128,5,3,3,2,136,3,3,1,2,5739,0
7793,3,1,3,1,194,3,2,1,4,5383,1
6234,5,3,3,4,236,3,2,1,5,5466,0
3956,5,1,4,1,224,5,1,1,7,5738,0
5609,3,1,3,4,196,2,2,1,5,4342,1
5182,2,1,4,3,194,3,2,2,3,5916,1
7828,2,3,2,2,173,3,1,1,10,4736,0
3993,1,3,5,4,178,5,1,1,9,4729,1
7178,5,3,4,1,254,5,1,1,7,1003,0
6640,2,3,4,5,219,3,2,2,8,4605,0
8411,3,3,3,3,241,2,3,2,2,4836,1
6870,5,3,4,2,273,5,1,1,4,1223,1
3977,3,2,5,1,220,3,2,2,8,5727,1
3872,5,3,4,2,265,4,2,2,3,4283,1
6235,4,3,4,4,133,4,3,1,7,5973,1
8023,4,3,6,2,263,4,1,1,8,1635,0
5516,5,3,6,5,268,4,1,2,10,1170,0
7587,1,3,5,1,238,6,2,2,10,5508,0
5173,4,3,3,2,201,3,3,2,6,5165,1
7449,1,3,4,5,223,5,2,2,4,4704,0
6945,1,3,3,5,155,4,1,1,1,4432,1
5691,1,3,3,5,143,3,1,1,10,5021,0
5025,1,3,7,2,310,4,1,1,7,1294,0
5759,3,2,5,1,287,4,1,1,4,1579,0
7733,3,3,6,2,246,4,1,2,4,1555,0
7927,4,1,4,5,239,2,2,1,1,4247,0
4187,3,3,4,4,133,2,2,1,4,4724,0
4867,4,3,4,3,158,5,2,1,7,4344,1
4273,4,3,3,2,214,3,2,2,1,5362,0
3172,2,3,3,2,136,2,3,1,6,4002,1
4440,5,3,4,4,133,2,1,1,10,4768,1
8316,5,3,5,5,258,5,1,1,10,1719,1
5408,5,3,3,3,192,3,1,1,1,4180,1
7139,3,2,3,4,180,7,3,2,4,4408,0
6909,1,3,6,1,273,4,1,2,6,1561,0
4352,5,3,3,4,220,3,2,1,5,5078,0
7788,5,1,4,4,246,3,2,2,5,5029,1
7090,2,3,3,3,203,3,2,1,8,5929,0
5512,2,3,6,2,309,4,1,2,7,1941,0
5807,3,3,4,4,208,2,2,1,6,4983,1
7560,5,3,4,1,268,4,2,1,2,4543,0
7094,5,3,3,3,266,7,1,2,2,5671,1
6593,3,2,7,4,272,4,1,2,3,1805,0
5643,1,3,4,4,193,3,1,2,5,5090,1
8267,3,3,6,4,263,4,1,2,3,1276,0
4591,4,3,5,3,210,3,3,1,4,4819,0
4627,4,3,3,1,152,3,1,1,3,5839,1
5310,5,3,3,4,243,3,2,2,8,5705,1
8319,1,3,7,3,296,4,2,1,2,1304,1
6399,1,3,3,4,145,3,1,1,7,4079,1
3469,4,3,4,5,221,3,2,1,3,4430,1
6182,5,2,3,4,201,3,3,2,7,4887,1
6831,1,1,7,1,275,4,2,2,7,1754,0
4182,5,3,4,5,169,2,1,1,10,4248,0
6527,3,3,4,2,142,10,3,1,9,4280,1
5309,3,3,3,3,207,3,1,2,7,4816,1
8895,1,1,5,5,253,5,1,1,4,1482,0
3190,2,3,5,1,160,3,3,2,2,5141,1
3630,5,3,5,2,134,2,1,2,9,5045,0
6738,5,3,6,3,245,5,2,1,8,5678,1
6403,4,3,4,5,144,2,2,2,8,5478,0
4913,3,1,4,4,193,2,1,1,6,4855,1
7081,4,3,3,1,200,4,2,1,9,5193,0
4240,2,1,5,2,152,3,3,1,5,5502,1
8945,3,3,4,5,201,3,1,1,1,5898,1
5614,2,2,5,5,173,3,1,2,4,5265,1
6931,4,3,5,2,258,5,1,1,2,1232,1
7118,5,1,6,5,247,6,2,2,3,4832,0
8802,5,3,5,2,164,3,2,1,6,4302,0
8824,2,3,6,2,305,4,1,1,9,1567,0
3306,5,3,5,1,208,2,1,1,8,5218,0
6915,1,3,5,2,226,5,2,2,5,1659,0
6578,5,2,5,1,266,5,1,1,9,1852,0
4152,5,3,4,4,177,2,1,1,6,5116,0
5292,5,3,5,4,151,2,1,1,10,5643,1
5073,1,2,5,1,262,2,3,2,9,5008,0
6109,4,3,2,5,189,2,1,2,9,5245,0
6952,2,3,5,4,143,3,2,1,1,5165,1
8455,4,3,2,4,176,3,1,2,1,4509,0
5795,3,3,5,4,179,6,2,1,8,4615,1
8939,3,3,5,3,162,4,1,1,6,1968,0
5619,1,2,5,4,236,3,2,1,1,5711,0
4417,4,3,3,5,159,3,2,2,9,4555,0
3740,5,3,3,5,159,3,2,1,1,4314,1
4287,1,3,3,5,170,7,1,1,7,4373,1
7007,3,3,4,1,238,3,3,1,4,4910,0
4213,4,3,3,5,222,3,1,2,4,5149,0
8427,1,3,3,4,240,2,2,1,2,5661,0
5022,5,3,6,2,293,5,1,1,3,1969,0
8128,2,3,4,5,248,2,2,2,10,4366,1
8293,4,3,4,4,260,2,2,2,6,4474,0
8188,2,3,3,1,218,4,1,2,6,5480,1
8167,4,3,3,1,133,3,1,1,5,5213,1
6891,1,3,6,3,247,4,2,2,3,1903,0
4519,4,2,4,4,244,2,2,1,7,5543,1
5024,5,3,6,5,274,4,1,2,6,1066,0
5312,5,3,3,1,182,2,1,1,3,5510,1
8330,5,3,5,1,232,5,1,2,4,1776,0
7070,5,3,4,3,143,2,2,2,1,4402,1
8882,5,1,6,1,256,4,1,1,7,1372,1
5927,3,3,6,3,202,3,1,1,5,4930,0
3423,1,2,3,4,255,4,1,2,10,4107,0
4526,5,2,4,5,173,2,2,1,5,4776,1
3889,4,3,5,3,237,2,2,2,3,5113,0
3598,2,3,3,5,118,4,1,1,10,5699,1
8531,3,3,5,2,181,3,1,2,4,4323,0
3481,4,3,4,1,258,3,2,2,7,4159,0
3684,5,1,4,1,260,4,1,2,10,4072,1
7236,5,1,3,4,191,3,2,2,6,4586,1
3763,4,3,6,4,237,5,2,1,2,5437,1
8180,5,3,4,3,225,2,1,2,2,4520,1
6629,3,3,3,4,172,2,1,2,5,5919,0
3555,1,1,3,4,182,3,2,1,7,5409,1
4707,1,3,4,5,252,2,1,1,9,4157,0
5377,4,3,4,4,236,2,2,1,5,5266,0
4010,5,3,5,1,185,2,2,1,10,5973,1
4185,1,3,4,3,153,2,2,2,1,4366,1
4655,3,2,2,5,271,2,1,1,5,5164,1
4518,5,2,5,4,219,4,1,1,8,4540,0
3465,1,3,2,5,247,4,2,2,4,5255,1
7677,1,2,7,4,267,4,2,1,9,1378,1
8071,4,1,6,3,217,6,2,2,3,4209,0
8390,5,3,3,1,226,2,1,2,7,4703,0
4383,1,2,2,2,204,4,3,2,5,5382,0
8910,5,2,7,2,288,4,3,2,4,1321,0
8721,1,3,3,3,187,2,1,1,7,4859,0
5145,1,3,2,3,274,4,2,1,10,4798,1
4059,1,3,4,2,249,2,2,1,7,5876,1
4803,1,2,6,2,290,4,2,1,9,1339,0
8077,4,1,2,4,101,6,1,1,6,5080,1
3186,5,3,3,3,162,8,3,1,10,4842,0
7185,1,3,3,2,214,2,2,2,3,1983,1
8018,5,3,4,5,237,5,1,2,2,1357,1
7308,5,3,2,5,101,3,1,2,10,4353,0
4108,2,2,3,5,108,2,1,1,10,5559,1
3876,5,3,4,5,155,3,2,2,8,4924,0
5251,4,3,6,2,291,4,1,1,7,1046,0
5949,1,3,4,2,238,2,1,1,2,4002,0
3287,3,2,4,5,221,3,1,1,6,5895,0
5179,4,3,3,5,254,3,2,2,3,4072,0
5970,5,3,4,3,243,5,2,1,3,1634,1
4848,5,3,3,3,101,2,2,2,9,4860,0
8396,5,3,4,3,181,2,1,1,4,5622,1
7821,1,2,4,5,265,2,2,1,9,5135,1
5966,5,3,4,5,239,6,1,2,2,1879,0
5625,1,2,5,3,143,2,2,2,5,5612,1
6072,5,3,3,4,257,5,2,1,5,5365,0
6301,4,2,6,4,258,4,1,1,2,1051,1
6289,4,1,4,5,264,6,1,2,6,1637,0
7802,5,1,2,5,160,4,1,1,7,5754,0
5465,3,1,7,5,283,5,1,2,8,1578,0
4889,3,3,6,5,206,6,1,2,2,4014,1
4648,2,1,3,2,271,2,2,2,6,5280,1
3952,2,1,4,1,215,3,1,2,9,4551,0
6219,1,3,6,4,306,4,1,1,8,1691,1
6448,2,2,3,3,170,4,1,2,3,4049,0
3978,5,2,5,5,255,2,2,2,1,4604,1
8523,1,3,3,5,233,2,2,2,1,4913,0
3230,5,3,4,1,133,2,2,2,8,4277,0
7654,2,1,4,5,180,2,2,2,1,5622,0
5017,4,3,2,3,198,2,2,1,6,1730,1
3412,2,1,3,5,110,3,2,2,3,4252,1
3485,3,3,4,4,223,4,1,2,1,4219,0
5013,1,3,7,3,278,4,1,1,8,1909,1
4407,1,3,3,3,269,3,2,2,5,4197,1
3380,5,3,2,2,162,3,3,2,10,4489,1
3274,2,1,3,5,195,2,1,1,4,4864,0
4898,5,3,5,3,211,3,1,1,5,5087,0
7887,1,3,5,1,169,4,1,2,6,4253,1
8436,5,3,3,3,234,3,1,1,6,5652,0
4143,1,3,3,1,149,2,2,1,7,4147,1
3633,1,3,3,1,205,2,2,1,2,5322,0
6751,4,3,2,4,156,3,2,1,8,5668,1
5560,2,3,4,1,144,4,2,2,6,5197,1
6228,5,3,5,1,249,4,2,2,5,1027,1
6820,2,3,6,5,261,4,1,1,9,1266,1
5028,5,3,7,4,295,4,1,2,5,1239,0
8599,4,3,6,3,278,4,1,1,9,1368,0
8726,5,3,3,2,180,2,2,1,4,4758,1
